abstract,article_link,authors,current_issue_index,current_issue_link,current_volume_name,doi,journal_name,title
"We use sizable lottery prizes in Norwegian administrative panel data to explore how transitory income shocks are spent and saved over time and how households' marginal propensities to consume (MPCs) vary with household characteristics and shock size. We find that spending peaks in the year of winning and gradually reverts to normal within five years. Controlling for all items on households' balance sheets and characteristics such as education and income, it is the amount won, age, and liquid assets that vary systematically with MPCs. Low-liquidity winners of the smallest prizes (around US$1,500) are estimated to spend all within the year of winning. The corresponding estimate for high-liquidity winners of large prizes (US$8,300–150,000) is slightly below one-half. While conventional models will struggle to account for such high MPC levels, we show that a two-asset life cycle model with a realistic earnings profile and a luxury bequest motive can account for both the time profile of consumption responses and their systematic covariation with observables.",https://www.aeaweb.org/articles?id=10.1257/mac.20190211,Andreas Fagereng; Martin B. Holm; Gisle J. Natvik,13 (4): 1-54,https://www.aeaweb.org/issues/651,,DOI: 10.1257/mac.20190211,American Economic Journal: Macroeconomics,MPC Heterogeneity and Household Balance Sheets
,https://www.aeaweb.org/articles?id=10.1257/mac.13.4.i,,13 (4): i-vi,https://www.aeaweb.org/issues/651,,DOI: 10.1257/mac.13.4.i,American Economic Journal: Macroeconomics,Front Matter
"Small firms dominated the American economy in the nineteenth century, and they still dominate in many developing economies today. This paper tests whether geographic market segmentation due to underdeveloped intracity transportation technology precludes the emergence of large retail/wholesale stores. I exploit the natural experiment of Boston's rapid electrification from its previous horse-drawn streetcar system, which occurred between 1889 and 1896. Analyzing newly digitized data, I find that rail-connected locations experienced a sharp decline in the share of sole proprietorships among food retail/wholesale establishments after the electrification relative to off-rail locations. Changes in market access due to streetcar electrification can explain this effect.",https://www.aeaweb.org/articles?id=10.1257/app.20180795,Wei You,13 (4): 285-324,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20180795,American Economic Journal: Applied Economics,"The Economics of Speed: The Electrification of the Streetcar System and the Decline of Mom-and-Pop Stores in Boston, 1885–1905"
,https://www.aeaweb.org/articles?id=10.1257/jep.35.4.249,Timothy Taylor,35 (4): 249-55,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.249,Journal of Economic Perspectives,Recommendations for Further Reading
"The paper assesses gender differences in pre-labor market specialization among the college-educated and highlights how those differences have evolved over time. Women choose majors with lower potential earnings (based on male wages associated with those majors) and subsequently sort into occupations with lower potential earnings given their major choice. These differences have narrowed over time, but recent cohorts of women still choose majors and occupations with lower potential earnings. Differences in undergraduate major choice explain a substantive portion of gender wage gaps for the college-educated above and beyond simply controlling for occupation. Collectively, our results highlight the importance of understanding gender differences in the mapping between college major and occupational sorting when studying the evolution of gender differences in labor market outcomes over time.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.223,Carolyn M. Sloane; Erik G. Hurst; Dan A. Black,35 (4): 223-48,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.223,Journal of Economic Perspectives,"College Majors, Occupations, and the Gender Wage Gap"
"How does one's place of residence affect individual behavior and long-run outcomes? Understanding neighborhood and place effects has been a leading question for social scientists during the past half-century. Recent empirical studies using experimental and quasi-experimental research designs have generated new insights on the importance of residential neighborhoods in childhood and adulthood. This paper summarizes the recent neighborhood effects literature and interprets the findings. Childhood neighborhoods affect long-run economic and educational outcomes in a manner consistent with exposure models of neighborhood effects. For adults, neighborhood environments matter for their health and well-being but have more ambiguous impacts on labor market outcomes. We discuss the evidence on the mechanisms behind the observed patterns and conclude by highlighting directions for future research.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.197,Eric Chyn; Lawrence F. Katz,35 (4): 197-222,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.197,Journal of Economic Perspectives,Neighborhoods Matter: Assessing the Evidence for Place Effects
"The fourfold increase in opioid deaths between 2000 and 2017 rivals even the COVID-19 pandemic as a health crisis for America. Why did it happen? Measures of demand for pain relief—physical pain and despair—are high and in many cases rising, but their increase was nowhere near as large as the increase in deaths. The primary shift is in supply, primarily of new forms of allegedly safer narcotics. These new pain relievers flowed in greater volume to areas with more physical pain and mental health impairment, but since their apparent safety was an illusion, opioid deaths followed. By the end of the 2000s, restrictions on legal opioids led to further supply-side innovations, which created the burgeoning illegal market that accounts for the bulk of opioid deaths today. Because opioid use is easier to start than end, America's opioid epidemic is likely to persist for some time.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.171,David M. Cutler; Edward L. Glaeser,35 (4): 171-96,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.171,Journal of Economic Perspectives,When Innovation Goes Wrong: Technological Regress and the Opioid Epidemic
"Life expectancy varies substantially across local regions within a country, raising conjectures that place of residence affects health. However, population sorting and other confounders make it difficult to disentangle the effects of place on health from other geographic differences in life expectancy. Recent studies have overcome such challenges to demonstrate that place of residence substantially influences health and mortality. Whether policies that encourage people to move to places that are better for their health or that improve areas that are detrimental to health are desirable depends on the mechanisms behind place effects, yet these mechanisms remain poorly understood.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.147,Tatyana Deryugina; David Molitor,35 (4): 147-70,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.147,Journal of Economic Perspectives,The Causal Effects of Place on Health and Longevity
"The twenty-first century has been a period of rising inequality in both income and health. In this paper, we find that geographic inequality in mortality for midlife Americans increased by about 70 percent between 1992 and 2016. This was not simply because states like New York or California benefited from having a high fraction of college-educated residents who enjoyed the largest health gains during the last several decades. Nor was higher dispersion in mortality caused entirely by the increasing importance of ""deaths of despair,"" or by rising spatial income inequality during the same period. Instead, over time, state-level mortality has become increasingly correlated with state-level income; in 1992, income explained only 3 percent of mortality inequality, but by 2016, state-level income explained 58 percent. These mortality patterns are consistent with the view that high-income states in 1992 were better able to enact public health strategies and adopt behaviors that, over the next quarter-century, resulted in pronounced relative declines in mortality. The substantial longevity gains in high-income states led to greater cross-state inequality in mortality.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.123,Benjamin K. Couillard; Christopher L. Foote; Kavish Gandhi; Ellen Meara; Jonathan Skinner,35 (4): 123-46,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.123,Journal of Economic Perspectives,Rising Geographic Disparities in US Mortality
"A large social science research literature examines the effects of prisons on crime and socioeconomic inequality, but the penal institution itself is often a black box overlooked in the analysis of its effects. This paper examines prisons and their role in rehabilitative programs and as venues for violence, health and healthcare, and extreme isolation through solitary confinement. Research shows that incarcerated people are participating less today than in the 1980s in prison programs, and they face high risks of violence, disease, and isolation. Prison conditions suggest the mechanisms that impair adjustment to community life after release provide a more complete account of the costs of incarceration and indicate the performance of prisons as moral institutions that bear a responsibility for humane and decent treatment.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.97,Bruce Western,35 (4): 97-122,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.97,Journal of Economic Perspectives,"Inside the Box: Safety, Health, and Isolation in Prison"
"Algorithms (in some form) are already widely used in the criminal justice system. We draw lessons from this experience for what is to come for the rest of society as machine learning diffuses. We find economists and other social scientists have a key role to play in shaping the impact of algorithms, in part through improving the tools used to build them.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.71,Jens Ludwig; Sendhil Mullainathan,35 (4): 71-96,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.71,Journal of Economic Perspectives,Fragile Algorithms and Fallible Decision-Makers: Lessons from the Justice System
"In this article, we review a growing empirical literature on the effectiveness and fairness of the US pretrial system and discuss its policy implications. Despite the importance of this stage of the criminal legal process, researchers have only recently begun to explore how the pretrial system balances individual rights and public interests. We describe the empirical challenges that have prevented progress in this area and how recent work has made use of new data sources and quasi-experimental approaches to credibly estimate both the individual harms (such as loss of employment or government assistance) and public benefits (such as preventing non-appearance at court and new crimes) of cash bail and pretrial detention. These new data and approaches show that the current pretrial system imposes substantial short- and long-term economic harms on detained defendants in terms of lost earnings and government assistance, while providing little in the way of decreased criminal activity for the public interest. Non-appearances at court do significantly decrease for detained defendants, but the magnitudes cannot justify the economic harms to individuals observed in the data. A second set of studies shows that that the costs of cash bail and pretrial detention are disproportionately borne by Black and Hispanic individuals, giving rise to large and unfair racial differences in cash bail and detention that cannot be explained by underlying differences in pretrial misconduct risk. We then turn to policy implications and describe areas of future work that would enable a deeper understanding of what drives these undesirable outcomes.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.49,Will Dobbie; Crystal S. Yang,35 (4): 49-70,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.49,Journal of Economic Perspectives,The US Pretrial System: Balancing Individual Rights and Public Interests
"The Black Lives Matter movement has operated alongside a growing recognition among social scientists that policing research has been limited in its scope and outmoded in its assumptions about the nature of public safety. This essay argues that social science research on policing should reorient its conception of the field of policing, along with how the study of crime rates and police departments fit into this field. New public safety research should broaden its outcomes of interest, its objects of inquiry, and its engagement with structural racism. In this way, next-generation research on policing and public safety can respond to the deficiencies of the past and remain relevant as debates over transforming American policing continue.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.29,Monica C. Bell,35 (4): 29-48,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.29,Journal of Economic Perspectives,Next-Generation Policing Research: Three Propositions
"The efficiency of any police action depends on the relative magnitude of its crime-reducing benefits and legitimacy costs. Policing strategies that are socially efficient at the city level may be harmful at the local level, because the distribution of direct costs and benefits of police actions that reduce victimization is not the same as the distribution of indirect benefits of feeling safe. In the United States, the local misallocation of police resources is disproportionately borne by Black and Hispanic individuals. Despite the complexity of this particular problem, the incentives facing both police departments and police officers tend to be structured as if the goals of policing were simple—to reduce crime by as much as possible. Formal data collection on the crime-reducing benefits of policing, and not the legitimacy costs, produces further incentives to provide more engagement than may be efficient in any specific encounter, at both the officer and departmental level. There is currently little evidence as to what screening, training, or monitoring strategies are most effective at encouraging individual officers to balance the crime reducing benefits and legitimacy costs of their actions.",https://www.aeaweb.org/articles?id=10.1257/jep.35.4.3,Emily Owens; Bocar Ba,35 (4): 3-28,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.3,Journal of Economic Perspectives,The Economics of Policing and Public Safety
,https://www.aeaweb.org/articles?id=10.1257/jep.35.4.1,,35 (4): 1-6,https://www.aeaweb.org/issues/657,,DOI: 10.1257/jep.35.4.1,Journal of Economic Perspectives,Front Matter
"Bertrand, Kamenica, and Pan (2015) document that in the United States there is a discontinuity to the right of 0.5 in the distribution of households according to the female share of total earnings, which they attribute to the existence of a gender identity norm. We provide an alternative explanation for this discontinuity. Using linked employer-employee data from Finland, we show that the discontinuity emerges as a result of equalization and convergence of earnings in coworking couples, and it is associated with an increase in the relative earnings of women, rather than a decrease as predicted by the norm.",https://www.aeaweb.org/articles?id=10.1257/app.20180542,Natalia Zinovyeva; Maryna Tverdostup,13 (4): 258-84,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20180542,American Economic Journal: Applied Economics,"Gender Identity, Coworking Spouses, and Relative Income within Households"
"Most measures of deprivation concentrate on deprivation among the living population and, thus, ignore premature mortality. This omission leads to a severe bias in the evaluation of deprivation. We propose two different measures that combine information on poverty and premature mortality of a population. These measures are consistent and satisfy a number of desirable properties unmet by all other measures combining early mortality and poverty. Moreover, one measure is readily computable with available data and easily interpretable. We show that omitting premature mortality leads to an underestimation of total deprivation in 2015 of at least 36 percent at the world level.",https://www.aeaweb.org/articles?id=10.1257/app.20200122,Jean-Marie Baland; Guilhem Cassan; Benoit Decerf,13 (4): 226-57,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20200122,American Economic Journal: Applied Economics,"""Too Young to Die"": Deprivation Measures Combining Poverty and Premature Mortality"
"This paper studies the effects of adding criminal offenders to a DNA database. Using a large expansion of Denmark's DNA database, we find that DNA registration reduces recidivism within the following year by up to 42 percent. It also increases the probability that offenders are identified if they recidivate, which we use to estimate the elasticity of crime with respect to the detection probability and find that a 1 percent higher detection probability reduces crime by more than 2 percent. We also find that DNA registration increases the likelihood that offenders find employment, enroll in education, and live in a more stable family environment.",https://www.aeaweb.org/articles?id=10.1257/app.20190207,Anne Sofie Tegner Anker; Jennifer L. Doleac; Rasmus Landersø,13 (4): 194-225,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20190207,American Economic Journal: Applied Economics,The Effects of DNA Databases on the Deterrence and Detection of Offenders
"We estimate the impact of the Social Security Annual Earnings Test (AET) on older workers' employment. The AET reduces social security claimants' current benefits in proportion to their earnings in excess of an exempt amount. Using a regression kink design and Social Security Administration data, we document that the discontinuous change in the benefit reduction rate at the exempt amount causes a corresponding change in the slope of the employment rate, suggesting that the extensive margin of labor supply is more sensitive to this policy than commonly thought. We develop a model and method that allow us to translate the behavioral responses into a lower bound estimate of 0.49 for the extensive margin elasticity, which implies more than a 1 percentage point increase in work in the absence of the AET.",https://www.aeaweb.org/articles?id=10.1257/app.20180811,Alexander M. Gelber; Damon Jones; Daniel W. Sacks; Jae Song,13 (4): 150-93,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20180811,American Economic Journal: Applied Economics,Using Nonlinear Budget Sets to Estimate Extensive Margin Responses: Method and Evidence from the Earnings Test
"We assess whether imperfect knowledge of labor regulation hinders job creation at small and medium-sized firms. We partner with a labor law expert organization that provides information about labor regulation via newsletters and access to a specialized website. We randomly assign 1,800 firms to get access to this service for a 21-week period. Six months later, the average employment level at treatment firms was 12 percent higher than at control firms. The intervention decreased the perception that labor regulation is a constraint to hiring and increased optimal employment level.",https://www.aeaweb.org/articles?id=10.1257/app.20190497,Marianne Bertrand; Bruno Crépon,13 (4): 125-49,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20190497,American Economic Journal: Applied Economics,Teaching Labor Laws: Evidence from a Randomized Control Trial in South Africa
"To what degree can labor reallocation mitigate the economic consequences of weather-driven agricultural productivity shocks? I estimate that temperature-driven reductions in the demand for agricultural labor in India are associated with increases in nonagricultural employment. This suggests that the ability of nonagricultural sectors to absorb workers may play a key role in attenuating the economic consequences of agricultural productivity shocks. Exploiting firm-level variation in the propensity to absorb workers, I estimate relative expansions in manufacturing output in more flexible labor markets. Estimates suggest that, in the absence of labor reallocation, local economic losses could be up to 69 percent higher.",https://www.aeaweb.org/articles?id=10.1257/app.20190249,Jonathan Colmer,13 (4): 101-24,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20190249,American Economic Journal: Applied Economics,"Temperature, Labor Reallocation, and Industrial Production: Evidence from India"
"A growing literature documents that air pollution adversely impacts health, productivity, and cognition. This paper provides the first evidence of a causal link between air pollution and aggressive behavior, as documented by violent crime. Using the geolocation of crimes in Chicago from 2001–2012, we compare crime upwind and downwind of major highways on days when wind blows orthogonally to the road. Consistent with research linking pollution to aggression, we find that air pollution increases violent crime on the downwind sides of interstates. Our results suggest that pollution may reduce welfare and affect behavior through a wider set of channels than previously considered.",https://www.aeaweb.org/articles?id=10.1257/app.20190091,Evan Herrnstadt; Anthony Heyes; Erich Muehlegger; Soodeh Saberian,13 (4): 70-100,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20190091,American Economic Journal: Applied Economics,Air Pollution and Criminal Activity: Microgeographic Evidence from Chicago
"A central issue in designing incentive contracts is the decision to reward agents' input use versus outputs. The trade-off between risk and return to innovation in production can also lead agents with varying skill levels to perform differentially under different contracts. We study this issue experimentally, observing and verifying inputs and outputs in Indian maternity care. We find that both contract types achieve comparable reductions in postpartum hemorrhage rates, but payments for outputs were four times that of inputs. Providers with varying qualifications performed equivalently under input incentives, while providers with advanced qualifications may have performed better under output contracts.",https://www.aeaweb.org/articles?id=10.1257/app.20190220,Manoj Mohanan; Katherine Donato; Grant Miller; Yulya Truskinovsky; Marcos Vera-Hernández,13 (4): 34-69,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20190220,American Economic Journal: Applied Economics,Different Strokes for Different Folks? Experimental Evidence on the Effectiveness of Input and Output Incentive Contracts for Health Care Providers with Varying Skills
"This paper studies the electoral consequences of television stardom through the career of Ronald Reagan. I utilize quasi-experimental variation in television reception to estimate the causal effect of celebrity exposure on political support. I find that Reagan's tenure as the host of a 1950s entertainment television program translated into support for his candidacy, in terms of votes and political donations, nearly two decades after the show's first airing. Placebo checks suggest that this impact is not driven by unobserved heterogeneity or omitted variable bias. The effect was especially pronounced in the 1976 Republican primary elections relative to the general presidential elections and partially dissipated in locations where Reagan was a known political entity. Using the American National Election Studies (ANES) surveys, I provide evidence on possible mechanisms. Consistent with rational updating, nonpolitical media increased voters' assessment of Reagan's character and leadership, personalizing political considerations in elections featuring him.",https://www.aeaweb.org/articles?id=10.1257/app.20190147,Heyu Xiong,13 (4): 1-33,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.20190147,American Economic Journal: Applied Economics,The Political Premium of Television Celebrity
,https://www.aeaweb.org/articles?id=10.1257/app.13.4.i,,13 (4): i-vi,https://www.aeaweb.org/issues/650,,DOI: 10.1257/app.13.4.i,American Economic Journal: Applied Economics,Front Matter
,https://www.aeaweb.org/articles?id=10.1257/jel.59.4.1467,,59 (4): 1467-1495,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.59.4.1467,Journal of Economic Literature,Doctoral Dissertations in Economics
"We investigate the effect of teenage driving on mortality and risky behaviors in the United States using a regression discontinuity design. We estimate that total mortality rises by 5.84 deaths per 100,000 (15 percent) at the minimum legal driving age cutoff, driven by an increase in motor vehicle fatalities of 4.92 deaths per 100,000 (44 percent). We also find that poisoning deaths, which are caused primarily by drug overdoses, rise by 0.31 deaths per 100,000 (29 percent) at the cutoff and that this effect is concentrated among females. Our findings show that teenage driving contributes to sex differences in risky drug use behaviors.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200653,Jason Huh; Julian Reif,3 (4): 523-39,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200653,American Economic Review: Insights,"Teenage Driving, Mortality, and Risky Behaviors"
"We study optimal dynamic lockdowns against COVID-19 within a commuting network. Our framework integrates canonical spatial epidemiology and trade models and is applied to cities with varying initial viral spread: Seoul, Daegu, and the New York City metropolitan area (NYM). Spatial lockdowns achieve substantially smaller income losses than uniform lockdowns. In the NYM and Daegu—with large initial shocks—the optimal lockdown restricts inflows to central districts before gradual relaxation, while in Seoul it imposes low temporal but large spatial variation. Actual commuting reductions were too weak in central locations in Daegu and the NYM and too strong across Seoul.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200401,Pablo D. Fajgelbaum; Amit Khandelwal; Wookun Kim; Cristiano Mantovani; Edouard Schaal,3 (4): 503-22,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200401,American Economic Review: Insights,Optimal Lockdown in a Commuting Network
"We study targeted lockdowns in a multigroup SIR model where infection, hospitalization, and fatality rates vary between groups—in particular between the ""young,"" the ""middle-aged,"" and the ""old."" Our model enables a tractable quantitative analysis of optimal policy. For baseline parameter values for the COVID-19 pandemic applied to the US, we find that optimal policies differentially targeting risk/age groups significantly outperform optimal uniform policies and most of the gains can be realized by having stricter protective measures such as lockdowns on the more vulnerable, old group. Intuitively, a strict and long lockdown for the old both reduces infections and enables less strict lockdowns for the lower-risk groups.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200590,Daron Acemoglu; Victor Chernozhukov; Iván Werning; Michael D. Whinston,3 (4): 487-502,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200590,American Economic Review: Insights,Optimal Targeted Lockdowns in a Multigroup SIR Model
"This paper studies the long-run effects of a ""big-push"" program providing a large asset transfer to the poorest Indian households. In a randomized controlled trial that follows these households over ten years, we find positive effects on consumption (0.6 SD), food security (0.1 SD), income (0.3 SD), and health (0.2 SD). These effects grow for the first seven years following the transfer and persist until year ten. One main channel for persistence is that treated households take better advantage of opportunities to diversify into more lucrative wage employment, especially through migration.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200667,Abhijit Banerjee; Esther Duflo; Garima Sharma,3 (4): 471-86,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200667,American Economic Review: Insights,Long-Term Effects of the Targeting the Ultra Poor Program
"We study a simple variant of the house allocation problem (one-sided matching). We demonstrate that agents with recursive preferences may systematically prefer one allocation mechanism to the other, even among mechanisms that are considered to be the same in standard models, in the sense that they induce the same probability distribution over successful matchings. Using this, we propose a new priority groups mechanism and provide conditions under which it is preferred to two popular mechanisms, random top cycle and random serial dictatorship.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200728,David Dillenberger; Uzi Segal,3 (4): 455-70,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200728,American Economic Review: Insights,Allocation Mechanisms without Reduction
"Existing empirical work raises the hypothesis that performance pay—whatever its output gains—may widen the gender earnings gap because women may respond less to incentives. We evaluate this possibility by aggregating evidence from existing experiments on performance incentives with male and female subjects. Using a Bayesian hierarchical model, we estimate both the average effect and heterogeneity across studies. We find that the gender response difference is close to zero and heterogeneity across studies is small, while performance pay increases output by 0.36 standard deviations on average. The data thus support agency theory for men and women alike.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200466,Oriana Bandiera; Greg Fischer; Andrea Prat; Erina Ytsma,3 (4): 435-54,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200466,American Economic Review: Insights,Do Women Respond Less to Performance Pay? Building Evidence from Multiple Experiments
"Beliefs and decisions are often based on confronting models with data. What is the largest ""fake"" correlation that a misspecified model can generate, even when it passes an elementary misspecification test? We study an ""analyst"" who fits a model, represented by a directed acyclic graph, to an objective (multivariate) Gaussian distribution. We characterize the maximal estimated pairwise correlation for generic Gaussian objective distributions, subject to the constraint that the estimated model preserves the marginal distribution of any individual variable. As the number of model variables grows, the estimated correlation can become arbitrarily close to one regardless of the objective correlation.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200635,Kfir Eliaz; Ran Spiegler; Yair Weiss,3 (4): 417-34,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200635,American Economic Review: Insights,Cheating with Models
"This paper uses a direct-projections approach to estimate the effect of capital gains taxation on realizations at the state level and then develops a framework for determining revenue-maximizing rates at the federal level. We find that the elasticity of revenues with respect to the tax rate over a 10-year period is –0.5 to –0.3, indicating that capital gains tax cuts do not pay for themselves and that a 5 percentage point rate increase would yield $18 to $30 billion in annual federal tax revenue. Our long-run estimates yield revenue-maximizing capital gains tax rates of 38 to 47 percent.",https://www.aeaweb.org/articles?id=10.1257/aeri.20200535,Ole Agersnap; Owen Zidar,3 (4): 399-416,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.20200535,American Economic Review: Insights,The Tax Elasticity of Capital Gains and Revenue-Maximizing Rates
,https://www.aeaweb.org/articles?id=10.1257/aeri.3.4.i,,3 (4): i-vi,https://www.aeaweb.org/issues/659,,DOI: 10.1257/aeri.3.4.i,American Economic Review: Insights,Front Matter
,https://www.aeaweb.org/articles?id=10.1257/jel.59.4.1451,,59 (4): 1451-1466,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.59.4.1451,Journal of Economic Literature,JEL Classification System
,https://www.aeaweb.org/articles?id=10.1257/jel.59.4.1382,,59 (4): 1382-1450,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.59.4.1382,Journal of Economic Literature,Annotated Listing of New Books
,https://www.aeaweb.org/articles?id=10.1257/jel.59.4.1376,,59 (4): 1376-1381,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.59.4.1376,Journal of Economic Literature,Book Reviews
This article reviews Daron Acemoglu and James Robinson's book,https://www.aeaweb.org/articles?id=10.1257/jel.20201629,Avinash Dixit,59 (4): 1361-75,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.20201629,Journal of Economic Literature,"""Somewhere in the Middle You Can Survive"": Review of "
Thomas Philippon's,https://www.aeaweb.org/articles?id=10.1257/jel.20211628,Jan Eeckhout,59 (4): 1340-60,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.20211628,Journal of Economic Literature,Book Review: 
,https://www.aeaweb.org/articles?id=10.1257/jel.20201586,Timothy W. Guinnane,59 (4): 1322-39,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.20201586,Journal of Economic Literature,: A Review Essay
"This article synthesizes the large literature regarding the role of various players in residential mortgage-backed securities (RMBS) securitization at the center of the 2008–09 US housing and financial crisis. Underwriting banks facilitated wide-scale mortgage fraud by knowingly misreporting key loan characteristics underlying mortgage-backed securities (MBS). Under the cover of complexity, credit rating agencies catered to investment banks by issuing increasingly inflated ratings on both RMBS and collateralized debt obligations (CDOs). Originators who engaged in mortgage fraud gained market share, as did CDO managers who catered to underwriters by accepting the lowest-quality MBS collateral. Appraisal targeting and inflated appraisals were the norm. RMBS and CDO prices indicate that the marginal AAA investor was unaware of pervasive mortgage fraud and ratings inflation, but these factors were strongly related to future deal performance. The supply of fraudulent credit was not uniform, but clustered in certain geographic regions and zip codes. As these dubious originators extended credit to those who could not afford the loans, the credit expansion led to house price booms and subsequent crashes in these zip codes. Overall, a consistent narrative based on substantial research indicates that conflicts of interest, misreporting, and fraud were focal features of the financial crisis.",https://www.aeaweb.org/articles?id=10.1257/jel.20201602,John M. Griffin,59 (4): 1293-1321,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.20201602,Journal of Economic Literature,Ten Years of Evidence: Was Fraud a Force in the Financial Crisis?
"Counting conservatively, data show about 100 million mass atrocity-related deaths since 1900. A distinct empirical phenomenon, mass atrocities are events of enormous scale, severity, and brutality, occur in wartime and in peacetime, are geographically widespread, occur with surprising frequency, under various systems of governance, and can be long-lasting in their effects on economic and human development, wellbeing, and wealth, more so when nonfatal physical injuries and mental trauma also are considered. As such, mass atrocities are a major economic concern. Given the multi-disciplinary nature of the subject matter, the pertinent conceptual, theoretical, and empirical literatures are voluminous and widely dispersed, and have not been synthesized before from an economics point of view. We address two gaps: a ""mass atrocities gap"" in the economics literature and an ""economics gap"" in mass atrocities scholarship. Our goals are, first, to survey and synthesize for economists a broad sweep of literatures on which to base further work in this field and, second, for both economists and noneconomists to learn how economic inquiry contributes to understanding the causes and conduct of mass atrocities and, possibly, to their mitigation and prevention. In drawing on standard, behavioral, identity, social network, and complex systems economics, we find that the big puzzles of the ""how"" and ""why"" of mass atrocities, and mass participation therein, are being well addressed. While new research on such topics will be valuable, work should also progress to develop improved prevention approaches.",https://www.aeaweb.org/articles?id=10.1257/jel.20201458,Charles H. Anderton; Jurgen Brauer,59 (4): 1240-92,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.20201458,Journal of Economic Literature,Mass Atrocities and Their Prevention
"After China's recent great success in eliminating absolute poverty, addressing relative income inequality becomes a more important issue. This survey finds that income inequality rapidly increased in the first three decades since 1978 but stabilized and slightly declined in the past decade, consistent with the well-known Kuznets hypothesis. In addition to documenting the trend and patterns over time and across groups and regions, seven sources of income inequality are systematically discussed with an effort to reconcile and extend the existing literature. Furthermore, a negative correlation is documented between income inequality and intergenerational mobility, consistent with the Great Gatsby curve observed in developed countries.",https://www.aeaweb.org/articles?id=10.1257/jel.20201495,Junsen Zhang,59 (4): 1191-1239,https://www.aeaweb.org/issues/660,,DOI: 10.1257/jel.20201495,Journal of Economic Literature,A Survey on Income Inequality in China
